ŽILINSKÝ  KRAJ ;;;;;;;;;;;;;;;;;;;;;;;;;
;;Charakteristiky osídlenia;;;;;Infraštruktúra v rómskych osídleniach;;;;;;Infraštruktúra majority;;;;Obydlia v rómskych osídleniach;;;;;;Obyvatelia rómskych osídlení;;
;;;;;;;Dostupnosť inžinierskych sietí;;;;Verejné osvetlenie;Prístupová cesta;Dostupnosť inžinierskych sietí v obci;;;;Celkový počet obydlí;Podiel legálnych obydlí;Podiel obydlí napojených na inžinierske siete;;;;Počet obyvateľov   ;;Podiel na celkovom počte obyvateľov
Názov obce;Mesto/ obec;Lokalizácia osídlenia;Poloha osídlenia;Vzdialenosť osídlenia (v m);Bariéra;Vysporiadanosť pozemkov;Vodovod ;Kanalizácia;Elektrina;Plyn;;;Vodovod;Kanalizácia;Elektrina;Plyn;;;Vodovod;Kanalizácia;Plyn;Elektrina;V osídlení;Pripadajúcich na jedno obydlie;
Pribilina;obec;extravilán;mimo obce;50;potok;nevysporiadané;nie;nie;áno;nie;áno;iná;;;;;44;25.0;0.0;0.0;0.0;84.1;198;4.5;
Pribilina;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;nie;áno;;;;;;3;100.0;100.0;0.0;0.0;100.0;55;18.3;
Uhorská Ves;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;čiastočne;áno;nie;áno;;áno;čiastočne;áno;nie;6;100.0;100.0;0.0;0.0;100.0;33;5.5;7.2
Vavrišovo;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;áno;áno;áno;áno;;áno;áno;áno;áno;5;100.0;100.0;100.0;40.0;100.0;20;3.6;3.3
Važec;obec;;;;;;;;;;;;áno;nie;áno;áno;74;78.4;81.1;0.0;60.8;100.0;528;7.1;22.4
Važec;obec;intravilán;mimo obce;20;potok;čiastočne vysporiadané;áno;nie;áno;áno;áno;iná;;;;;34;52.9;58.8;0.0;14.7;100.0;320;9.4;
Važec;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;áno;áno;;;;;;40;100.0;100.0;0.0;100.0;100.0;208;5.2;
Východná;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;áno;áno;;áno;nie;áno;áno;40;100.0;100.0;0.0;0.0;100.0;240;6.0;9.8
;;;;;;;;;;;;;;;;;;;;;;;;;
OKRES MARTIN;;;;;;;;;;;;;;;;;;;;;;;;;
Martin ;mesto;;;;;;;;;;;;áno;čiastočne;áno;čiastočne;184;81.5;100.0;100.0;58.7;100.0;964;5.2;1.6
Martin ;mesto;intravilán;na okraji;;;vysporiadané;áno;áno;áno;nie;áno;iná;;;;;33;100.0;100.0;100.0;0.0;100.0;237;7.2;
Martin ;mesto;intravilán;mimo obce;500;potok;vysporiadané;áno;áno;áno;nie;áno;iná;;;;;43;20.9;100.0;100.0;0.0;100.0;271;6.3;
Martin ;mesto;intravilán;integrované/koncentrované;;;vysporiadané;áno;áno;áno;áno;áno;*;;;;;108;100.0;100.0;100.0;100.0;100.0;456;4.2;
Sučany ;obec;;;;;;;;;;;;áno;čiastočne;áno;áno;18;100.0;100.0;*;0.0;*;192;13.4;4.2
Sučany ;obec;intravilán;integrované/koncentrované;;;vysporiadané;áno;nie;áno;nie;áno;*;;;;;6;100.0;100.0;0.0;0.0;100.0;61;10.2;
Sučany ;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;čiastočne;čiastočne;áno;áno;;;;;;12;100.0;100.0;*;0.0;*;131;15.1;
Vrútky ;mesto;;;;;;;;;;;;áno;áno;áno;čiastočne;32;96.9;50.0;50.0;0.0;*;122;7.6;1.7
Vrútky ;mesto;intravilán;integrované/koncentrované;;;nevysporiadané;nie;nie;áno;nie;nie;asfaltová;;;;;16;93.8;0.0;0.0;0.0;*;46;9.1;
Vrútky ;mesto;intravilán;integrované/koncentrované;;;vysporiadané;áno;áno;áno;nie;áno;asfaltová;;;;;16;100.0;100.0;100.0;0.0;100.0;76;6.0;
;;;;;;;;;;;;;;;;;;;;;;;;;
OKRES RUŽOMBEROK;;;;;;;;;;;;;;;;;;;;;;;;;
Ružomberok;mesto;;;;;;;;;;;;áno;áno;áno;áno;325;100.0;100.0;100.0;76.9;100.0;643;2.0;2.1
Ružomberok;mesto;intravilán;integrované/koncentrované;;;vysporiadané;áno;áno;áno;áno;áno;asfaltová;;;;;*;*;*;*;*;*;288;*;
Ružomberok;mesto;intravilán;integrované/koncentrované;;;vysporiadané;áno;áno;áno;áno;áno;asfaltová;;;;;64;100.0;100.0;100.0;100.0;100.0;97;1.5;
Ružomberok;mesto;intravilán;integrované/rozptýlené;;;vysporiadané;áno;áno;áno;áno;áno;;;;;;107;100.0;100.0;100.0;9.3;100.0;258;2.4;
;;;;;;;;;;;;;;;;;;;;;;;;;
OKRES ŽILINA;;;;;;;;;;;;;;;;;;;;;;;;;
Turie;obec;intravilán;na okraji;;;nevysporiadané;áno;nie;áno;nie;áno;asfaltová;áno;nie;áno;áno;4;0.0;25.0;0.0;0.0;0.0;40;10.0;2.1
