NITRIANSKY KRAJ ;;;;;;;;;;;;;;;;;;;;;;;;;
;;Charakteristiky osídlenia;;;;;Infraštruktúra v rómskych osídleniach;;;;;;Infraštruktúra majority;;;;Obydlia v rómskych osídleniach;;;;;;Obyvatelia rómskych osídlení;;
;;;;;;;Dostupnosť inžinierskych sietí;;;;Verejné osvetlenie;Prístupová cesta;Dostupnosť inžinierskych sietí v obci;;;;Celkový počet obydlí;Podiel legálnych obydlí;Podiel obydlí napojených na inžinierske siete;;;;Počet obyvateľov   ;;Podiel na celkovom počte obyvateľov
Názov obce;Mesto/ obec;Lokalizácia osídlenia;Poloha osídlenia;Vzdialenosť osídlenia (v m);Bariéra;Vysporiadanosť pozemkov;Vodovod ;Kanalizácia;Elektrina;Plyn;;;Vodovod;Kanalizácia;Elektrina;Plyn;;;Vodovod;Kanalizácia;Plyn;Elektrina;V osídlení;Pripadajúcich na jedno obydlie;
Maňa;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;nie;áno;áno;áno;;áno;nie;áno;áno;3;100.0;100.0;0.0;100.0;100.0;34;12.0;1.6
Mužla;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;nie;áno;áno;áno;;áno;nie;áno;áno;17;100.0;58.8;0.0;23.5;100.0;95;5.9;4.8
Nána;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;áno;áno;;áno;nie;áno;áno;3;100.0;100.0;0.0;0.0;33.3;16;8.7;1.4
Nové Zámky;mesto;intravilán;integrované/rozptýlené;;;vysporiadané;áno;áno;*;*;*;;áno;áno;*;*;381;96.1;3.4;5.2;57.7;73.5;2200;*;5.1
Obid;obec;intravilán;integrované/rozptýlené;;;nevysporiadané;áno;nie;áno;áno;áno;;áno;nie;áno;áno;13;100.0;38.5;0.0;38.5;38.5;40;3.1;3.4
Palárikovo;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;čiastočne;áno;;áno;čiastočne;áno;áno;32;100.0;59.4;0.0;59.4;100.0;142;4.6;3.2
Semerovo;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;áno;áno;;áno;nie;áno;áno;8;100.0;75.0;0.0;87.5;87.5;70;8.8;5.2
Sikenička;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;nie;áno;nie;áno;;áno;nie;áno;nie;11;100.0;36.4;0.0;0.0;90.9;43;3.9;8.8
Strekov;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;nie;áno;áno;áno;;áno;nie;áno;áno;41;100.0;48.8;0.0;48.8;73.2;309;7.5;13.8
Svodín;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;čiastočne;áno;áno;áno;;áno;čiastočne;áno;áno;35;100.0;100.0;100.0;*;100.0;166;4.7;6.3
Štúrovo;mesto;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;čiastočne;áno;áno;áno;;áno;áno;áno;áno;*;*;*;*;*;*;200;*;1.7
Šurany;mesto;;;;;;;;;;;;áno;áno;áno;áno;40;100.0;100.0;100.0;100.0;100.0;300;7.8;2.9
Šurany;mesto;intravilán;integrované/koncentrované;;;vysporiadané;áno;áno;áno;áno;áno;*;;;;;10;100.0;100.0;100.0;100.0;100.0;69;6.9;
Šurany;mesto;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;áno;áno;áno;áno;;;;;;30;100.0;100.0;100.0;100.0;100.0;231;8.0;
Tvrdošovce;obec;;;;;;;;;;;;áno;nie;áno;áno;49;95.9;*;0.0;0.0;*;200;*;3.8
Tvrdošovce;obec;extravilán;mimo obce;3000;železnica;nevysporiadané;nie;nie;áno;nie;nie;iná;;;;;36;94.4;0.0;0.0;0.0;*;67;*;
Tvrdošovce;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;nie;áno;nie;čiastočne;;;;;;13;100.0;*;0.0;0.0;*;133;10.2;
Veľké Lovce;obec;intravilán;na okraji;;;vysporiadané;nie;nie;nie;čiastočne;nie;iná;áno;čiastočne;áno;áno;22;77.3;*;0.0;*;100.0;203;9.2;9.7
;;;;;;;;;;;;;;;;;;;;;;;;;
OKRES ŠAĽA;;;;;;;;;;;;;;;;;;;;;;;;;
Dijakovce;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;čiastočne;áno;;áno;čiastočne;áno;čiastočne;20;100.0;60.0;0.0;60.0;100.0;220;11.0;10.1
Hajské;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;nie;áno;áno;áno;;áno;nie;áno;áno;20;100.0;85.0;0.0;60.0;100.0;141;7.6;10.2
Kráľová nad Váhom;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;čiastočne;áno;;áno;nie;áno;čiastočne;10;100.0;100.0;0.0;80.0;100.0;45;4.5;2.9
Močenok;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;čiastočne;áno;áno;áno;;áno;čiastočne;áno;áno;*;*;*;*;*;*;24;*;0.5
Neded;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;nie;áno;čiastočne;áno;;áno;čiastočne;áno;áno;22;100.0;54.5;0.0;54.5;100.0;189;8.6;6.0
Selice;obec;intravilán;integrované/koncentrované;;;čiastočne vysporiadané;áno;nie;čiastočne;čiastočne;áno;asfaltová;áno;nie;áno;čiastočne;317;100.0;*;0.0;*;*;1479;4.7;51.6
Šaľa;mesto;intravilán;integrované/rozptýlené;;;vysporiadané;áno;áno;áno;čiastočne;áno;;áno;áno;áno;áno;*;*;*;*;*;*;79;*;0.4
Tešedíkovo;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;nie;áno;áno;áno;;áno;nie;áno;áno;7;100.0;85.7;0.0;85.7;100.0;50;7.1;1.4
Trnovec nad Váhom;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;nie;áno;áno;áno;;áno;áno;áno;áno;*;*;*;*;*;*;90;*;3.6
Vlčany ;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;čiastočne;áno;áno;áno;;áno;čiastočne;áno;áno;32;100.0;0.0;46.9;100.0;100.0;163;5.1;10.0
Žihárec ;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;áno;áno;;áno;čiastočne;áno;áno;*;*;*;*;*;*;90;*;5.6
;;;;;;;;;;;;;;;;;;;;;;;;;
OKRES TOPOĽČANY;;;;;;;;;;;;;;;;;;;;;;;;;
Jacovce ;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;áno;áno;;áno;čiastočne;áno;áno;2;100.0;100.0;0.0;0.0;100.0;6;3.0;0.3
Krušovce;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;čiastočne;áno;;áno;nie;áno;áno;18;100.0;100.0;0.0;27.8;100.0;104;5.8;5.8
Práznovce;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;čiastočne;čiastočne;áno;;áno;nie;áno;áno;7;85.7;57.1;0.0;57.1;85.7;82;*;8.6
Radošina;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;čiastočne;áno;;áno;čiastočne;áno;áno;5;100.0;100.0;0.0;40.0;100.0;20;3.6;1.0
Rajčany;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;áno;áno;;áno;nie;áno;áno;6;100.0;100.0;0.0;16.7;83.3;25;4.2;4.4
Topoľčany ;mesto;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;áno;áno;nie;áno;;áno;áno;áno;nie;137;100.0;100.0;*;0.0;*;2000;14.6;6.9
Veľké Ripňany;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;čiastočne;áno;áno;áno;;áno;čiastočne;áno;áno;12;100.0;100.0;0.0;100.0;100.0;56;4.7;2.5
;;;;;;;;;;;;;;;;;;;;;;;;;
OKRES ZLATÉ MORAVCE;;;;;;;;;;;;;;;;;;;;;;;;;
Čaradice ;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;nie;áno;;áno;nie;áno;áno;5;100.0;0.0;0.0;0.0;100.0;48;9.6;9.2
Hosťovce;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;nie;nie;čiastočne;áno;áno;;nie;nie;áno;áno;6;100.0;0.0;0.0;100.0;100.0;42;7.0;5.4
Choča;obec;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;áno;áno;áno;áno;;áno;áno;áno;áno;9;100.0;100.0;100.0;100.0;100.0;74;8.2;14.5
Nemčičany;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;čiastočne;áno;;áno;nie;áno;áno;8;100.0;100.0;0.0;25.0;100.0;75;9.4;9.9
Tekovské Nemce;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;nie;áno;;áno;nie;áno;áno;7;100.0;0.0;0.0;0.0;100.0;46;6.4;4.3
Topolčianky;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;nie;áno;áno;áno;;áno;nie;áno;áno;*;*;*;0.0;*;*;30;*;1.0
Volkovce;obec;intravilán;integrované/rozptýlené;;;vysporiadané;áno;čiastočne;áno;áno;áno;;áno;čiastočne;áno;áno;10;100.0;70.0;70.0;70.0;100.0;40;4.0;3.9
Zlaté Moravce;mesto;intravilán;integrované/rozptýlené;;;čiastočne vysporiadané;áno;čiastočne;áno;áno;áno;;áno;áno;áno;áno;*;*;*;*;*;*;850;*;*
Žikava;obec;intravilán;integrované/rozptýlené;;;vysporiadané;nie;nie;áno;nie;áno;;nie;nie;áno;čiastočne;3;100.0;0.0;0.0;0.0;100.0;13;4.3;2.2
